oferta,precio,mts,recamaras,bathrooms,lat,lon,fecha_consulta,fuente,precio_m2
casa en  costa bella ensenada,592000.0,100.0,3,2,31.8151094,-116.5920175,2025-09-27 23:03:14.104353,icasas,5920.0
casa en  prol. av. ruiz 236 fraccionamiento los encinos 22819 ensenada b.c. mexico,713000.0,53.0,3,1,31.9104817,-116.6005991,2025-09-27 23:03:14.104353,icasas,13452.830188679245
casa en  c. p.o pacifico 777 fracc porticos del mar 22785 ensenada b.c. mexico,484546.0,45.0,2,2,31.7828226,-116.5809999,2025-09-27 23:03:14.104353,icasas,10767.68888888889
casa en  costa bella ensenada,521000.0,90.0,2,1,31.8151201,-116.5930519,2025-09-27 23:03:14.104353,icasas,5788.888888888889
casa en  jojoba fraccionamiento los encinos 22819 ensenada b.c. mexico,659000.0,90.0,2,1,31.9061042,-116.6022198,2025-09-27 23:03:14.104353,icasas,7322.222222222223
casa en  priv. san miguel san borja residencial aeropuerto ensenada baja california mexico,1499000.0,130.0,3,1,31.7870719,-116.5891135,2025-09-27 23:03:14.104353,icasas,11530.76923076923
casa en  loma dorada ensenada baja california mexico,900000.0,570.0,5,4,31.8242256,-116.6018998,2025-09-27 23:03:14.104353,icasas,1578.9473684210527
casa en  calle hierro 275 vista hermosa 22896 ensenada b.c. mexico,726000.0,130.0,3,2,31.8159835,-116.5892831,2025-09-27 23:03:14.104353,icasas,5584.615384615385
casa en  bahia vizcaino moderna ensenada baja california mexico,400000.0,340.0,5,4,31.8711238,-116.6435709,2025-09-27 23:03:14.104353,icasas,1176.4705882352941
casa en  c. andromeda 225 fraccionamiento del sol 22813 ensenada b.c. mexico,500000.0,200.0,3,2,31.9081944,-116.5824955,2025-09-27 23:03:14.104353,icasas,2500.0
casa en  cda. cordiillera central 349 fraccionamiento del sol 22813 ensenada b.c. mexico,700000.0,85.0,3,2,31.9064751,-116.5829296,2025-09-27 23:03:14.104353,icasas,8235.29411764706
casa en  hidalgo ensenada,1000900.0,620.0,5,3,31.8571727,-116.5909496,2025-09-27 23:03:14.104353,icasas,1614.3548387096773
casa en  calle atlas ensenada baja california mexico,660000.0,120.0,2,1,31.908539,-116.5798422,2025-09-27 23:03:14.104353,icasas,5500.0
casa en  bucaneros 36 playa ensenada 22880 ensenada baja california mexico,750000.0,260.0,3,2,31.8519324,-116.6129795,2025-09-27 23:03:14.104353,icasas,2884.6153846153848
casa en  18 de marzo 1751 hidalgo ensenada baja california mexico,1000990.0,620.0,5,4,31.8571727,-116.5909496,2025-09-27 23:03:14.104353,icasas,1614.5
casa en  sta. maria 35 nueva ensenada 22880 ensenada b.c. mexico,770000.0,84.0,2,1,31.8551407,-116.6020083,2025-09-27 23:03:14.104353,icasas,9166.666666666666
casa en  18 de marzo 1751 hidalgo ensenada baja california mexico,780000.0,680.0,4,4,31.8571727,-116.5909496,2025-09-27 23:03:14.104353,icasas,1147.0588235294117
casa en  calle huerta vista hermosa ensenada baja california mexico,654000.0,100.0,3,2,31.8153085,-116.5919173,2025-09-27 23:03:14.104353,icasas,6540.0
casa en  c. hierro vista hermosa ensenada baja california mexico,660000.0,120.0,2,2,31.8158401,-116.589313,2025-09-27 23:03:14.104353,icasas,5500.0
casa en  18 de marzo 1751 hidalgo ensenada baja california mexico,1000900.0,620.0,5,3,31.8571727,-116.5909496,2025-09-27 23:03:14.104353,icasas,1614.3548387096773
casa en  paseo de los sauces 406 loma dorada ensenada baja california mexico,890000.0,320.0,5,3,31.8252771,-116.6036868,2025-09-27 23:03:14.104353,icasas,2781.25
casa en  agaves 126 las fincas ensenada baja california mexico,789000.0,100.0,3,2,31.88571249999999,-116.617109,2025-09-27 23:03:14.104353,icasas,7890.0
casa en  murgia ensenada,716000.0,100.0,3,2,31.9060904,-116.6021854,2025-09-27 23:03:14.104353,icasas,7160.0
casa en  murgia ensenada,609000.0,100.0,3,2,31.9060904,-116.6021854,2025-09-27 23:03:14.104353,icasas,6090.0
casa en  murgia ensenada,510000.0,105.0,2,1,31.9002208,-116.5718543,2025-09-27 23:03:14.104353,icasas,4857.142857142857
casa en  moderna ensenada,531000.0,115.0,3,1,31.9055374,-116.5853139,2025-09-27 23:03:14.104353,icasas,4617.391304347826
casa en  hidalgo ensenada,780000.0,490.0,4,4,31.8571727,-116.5909496,2025-09-27 23:03:14.104353,icasas,1591.8367346938776
casa en  villa residencial del rey ii ensenada baja california mexico,1425000.0,78.0,3,2,31.78929309999999,-116.561723,2025-09-27 23:03:14.104353,icasas,18269.23076923077
casa en  calle del fresno 152 fraccionamiento los encinos 22819 ensenada b.c. mexico,1050000.0,65.0,2,1,31.9095662,-116.5983171,2025-09-27 23:03:14.104353,icasas,16153.846153846154
casa en  avenida 18 de marzo 1751 hidalgo ensenada baja california mexico,850000.0,436.0,5,4,31.8571727,-116.5909496,2025-09-27 23:03:14.104353,icasas,1949.5412844036698
casa en  lago de tequesquitengo 512 valle dorado ensenada baja california mexico,850000.0,190.0,4,3,31.8326993,-116.5931854,2025-09-27 23:03:14.104353,icasas,4473.684210526316
casa en  moderna ensenada,680000.0,195.0,3,1,31.9068376,-116.5824757,2025-09-27 23:03:14.104353,icasas,3487.1794871794873
casa en  moderna ensenada baja california mexico,547000.0,300.0,4,2,31.8710105,-116.64343,2025-09-27 23:03:14.104353,icasas,1823.3333333333333
casa en  murgia ensenada,840000.0,60.0,2,1,31.9112797,-116.5989865,2025-09-27 23:03:14.104353,icasas,14000.0
casa en  calle huerta vista hermosa ensenada baja california mexico,465691.0,200.0,3,1,31.8153085,-116.5919173,2025-09-27 23:03:14.104353,icasas,2328.455
casa en  moderna ensenada,450000.0,320.0,3,2,31.8714759,-116.6410823,2025-09-27 23:03:14.104353,icasas,1406.25
casa en  moderna ensenada,500000.0,200.0,3,2,31.9081904,-116.582507,2025-09-27 23:03:14.104353,icasas,2500.0
casa en  paseo de los sauces 406 loma dorada ensenada baja california mexico,1000000.0,430.0,4,2,31.8252771,-116.6036868,2025-09-27 23:03:14.104353,icasas,2325.5813953488373
casa en  bahia vizcaino 527 mw moderna oeste 22860 ensenada b.c. mexico,1100000.0,480.0,4,2,31.8699665,-116.6480725,2025-09-27 23:03:14.104353,icasas,2291.6666666666665
casa en  c. homero 617 villa residencial del rey ii 22785 ensenada b.c. mexico,680000.0,115.0,3,1,31.7887409,-116.5637851,2025-09-27 23:03:14.104353,icasas,5913.04347826087
casa en  mision de san diego san borja residencial aeropuerto 22785 ensenada b.c. mexico,1360000.0,,3,2,31.7851848,-116.5890129,2025-09-27 23:03:14.104353,icasas,
casa en  moderna ensenada,450780.0,80.0,2,1,31.9070682,-116.5837401,2025-09-27 23:03:14.104353,icasas,5634.75
casa en  vista hermosa ensenada baja california mexico,670357.0,,,,31.8157237,-116.5912113,2025-09-27 23:03:14.104353,icasas,
casa en  p.o de los sauces loma dorada ensenada baja california mexico,1682000.0,350.0,4,3,31.8247899,-116.60341,2025-09-27 23:03:14.104353,icasas,4805.714285714285
casa en  villas del sol ensenada baja california mexico,505000.0,128.0,3,1,31.9055374,-116.5853139,2025-09-27 23:03:14.104353,icasas,3945.3125
casa en  p.0 de la playa 406 loma dorada ensenada baja california mexico,1000000.0,266.0,4,2,31.8252208,-116.6037015,2025-09-27 23:03:14.104353,icasas,3759.3984962406016
casa en  avenida 18 de marzo 1751 hidalgo 22880 ensenada baja california mexico,850000.0,640.0,5,3,31.8571727,-116.5909496,2025-09-27 23:03:14.104353,icasas,1328.125
casa en  villas del sol ensenada b.c. mexico,526000.0,60.0,2,1,31.9055374,-116.5853139,2025-09-27 23:03:14.104353,icasas,8766.666666666666
casa en  panama y o profr. david sokolon 492 las lomitas 22810 ensenada b.c. mexico,1302544.0,662.0,3,2,31.8837188,-116.5805106,2025-09-27 23:03:14.104353,icasas,1967.5891238670695
casa en  calle andromeda fraccionamiento del sol ensenada baja california mexico,500000.0,125.0,3,2,31.9071026,-116.5819282,2025-09-27 23:03:14.104353,icasas,4000.0
casa en  villas del rey ensenada,709000.0,70.0,2,1,31.7708998,-116.5751982,2025-09-27 23:03:14.104353,icasas,10128.57142857143
casa en  agaves las fincas 22818 ensenada b.c. mexico,840000.0,,4,2,31.8859359,-116.616964,2025-09-27 23:03:14.104353,icasas,
casa en  c. andromeda ensenada baja california mexico,845840.0,130.0,2,1,31.9071026,-116.5819282,2025-09-27 23:03:14.104353,icasas,6506.461538461538
casa en  calle adolfo lopez mateos villa residencial del prado ii rancho verde baja california mexico,780920.0,125.0,3,1,31.9137039,-116.5851335,2025-09-27 23:03:14.104353,icasas,6247.36
casa en  18 de marzo 1751 hidalgo 22880 ensenada b.c. mexico,1100000.0,480.0,4,2,31.8571727,-116.5909496,2025-09-27 23:03:14.104353,icasas,2291.6666666666665
casa en  cumbres de la presa ensenada baja california mexico,721081.0,96.0,2,1,31.8986085,-116.5808908,2025-09-27 23:03:14.104353,icasas,7511.260416666667
casa en  c. p.o pacifico 777 fracc porticos del mar 22785 ensenada b.c. mexico,540540.0,150.0,3,2,31.7828226,-116.5809999,2025-09-27 23:03:14.104353,icasas,3603.6
casa en  c. andromeda 244 22813 ensenada b.c. mexico,790000.0,90.0,3,2,31.9074349,-116.581962,2025-09-27 23:03:14.104353,icasas,8777.777777777777
casa en  calle andromeda ensenada baja california mexico,580000.0,120.0,3,2,31.9071026,-116.5819282,2025-09-27 23:03:14.104353,icasas,4833.333333333333
casa en  nereida 136 ensenada baja california mexico,690000.0,189.0,3,2,31.9068376,-116.5824757,2025-09-27 23:03:14.104353,icasas,3650.7936507936506
casa en  del sol ensenada baja california mexico,580000.0,120.0,3,2,31.9055374,-116.5853139,2025-09-27 23:03:14.104353,icasas,4833.333333333333
casa en  manzanilla villa residencial del prado i ensenada baja california mexico,650000.0,68.0,2,1,31.9053426,-116.59278,2025-09-27 23:03:14.104353,icasas,9558.823529411764
casa en  calle hierro vista hermosa ensenada baja california mexico,726000.0,180.0,3,1,31.8161477,-116.589786,2025-09-27 23:03:14.104353,icasas,4033.3333333333335
casa en  bucaneros 36 playa ensenada 22880 ensenada b.c. mexico,750000.0,219.0,3,2,31.8519324,-116.6129795,2025-09-27 23:03:14.104353,icasas,3424.6575342465753
casa en  calle huerta vista hermosa ensenada baja california mexico,670357.0,120.0,2,1,31.8153085,-116.5919173,2025-09-27 23:03:14.104353,icasas,5586.308333333333
casa en  calle andromeda 234 22813 ensenada baja california mexico,845840.0,75.0,2,1,31.9070398,-116.5817477,2025-09-27 23:03:14.104353,icasas,11277.866666666667
casa en  calle ariel 369 ensenada baja california mexico,591000.0,120.0,3,1,31.9076146,-116.5814371,2025-09-27 23:03:14.104353,icasas,4925.0
casa en  nereida 136 ensenada baja california mexico,631000.0,120.0,2,1,31.9068376,-116.5824757,2025-09-27 23:03:14.104353,icasas,5258.333333333333
casa en  18 de marzo 1751 hidalgo 22880 ensenada b.c. mexico,1000900.0,620.0,5,2,31.8571727,-116.5909496,2025-09-27 23:03:14.104353,icasas,1614.3548387096773
casa en  calle ariel 22813 ensenada baja california mexico,750200.0,90.0,2,1,31.9067445,-116.5811971,2025-09-27 23:03:14.104353,icasas,8335.555555555555
casa en  calle ignacio lopez rayon villa residencial del prado ii 22819 rancho verde baja california mexico,710600.0,95.0,2,1,31.9162384,-116.5883257,2025-09-27 23:03:14.104353,icasas,7480.0
casa en  calle magnolia 1079 villa residencial del prado i ensenada baja california mexico,600000.0,240.0,4,3,31.9050863,-116.5916657,2025-09-27 23:03:14.104353,icasas,2500.0
casa en  nereida ensenada baja california mexico,680000.0,,3,1,31.9063829,-116.5820422,2025-09-27 23:03:14.104353,icasas,
casa en  bahia magdalena 162 moderna ensenada baja california mexico,450000.0,320.0,3,2,31.8714759,-116.6410823,2025-09-27 23:03:14.104353,icasas,1406.25
casa en  c. homero 617 villa residencial del rey ii ensenada baja california mexico,550000.0,115.0,3,1,31.7887409,-116.5637851,2025-09-27 23:03:14.104353,icasas,4782.608695652174
casa en  calle corona 247 ensenada baja california mexico,505000.0,126.0,2,1,31.908682,-116.582465,2025-09-27 23:03:14.104353,icasas,4007.936507936508
casa en  corona villa residencial del real iv ensenada baja california mexico,600000.0,126.0,2,1,31.7730229,-116.576059,2025-09-27 23:03:14.104353,icasas,4761.9047619047615
casa en  boulevard kumiai 719 colinas del magisterio ensenada baja california mexico,505000.0,210.0,3,1,31.9011488,-116.5751283,2025-09-27 23:03:14.104353,icasas,2404.7619047619046
casa en  villas del sol ensenada baja california mexico,800000.0,132.0,3,2,31.9055374,-116.5853139,2025-09-27 23:03:14.104353,icasas,6060.606060606061
casa en  calle ignacio lopez rayon 828 villa residencial del prado ii 22819 rancho verde baja california mexico,710600.0,67.0,2,1,31.9158442,-116.5888379,2025-09-27 23:03:14.104353,icasas,10605.970149253732
casa en  groupmed internacional calle de las arenas playa ensenada ensenada baja california 22880 mex,750000.0,260.0,3,2,31.851932520502718,-116.61297943443059,2025-09-27 23:03:14.104353,icasas,2884.6153846153848
casa en  lago chaira 499 valle dorado ensenada baja california mexico,3263000.0,515.0,4,4,31.8302668,-116.5930241,2025-09-27 23:03:14.104353,icasas,6335.922330097087
casa en  bahia constitucion 783 mw moderna oeste 22860 ensenada b.c. mexico,3331400.0,370.0,3,1,31.8691036,-116.652963,2025-09-27 23:03:14.104353,icasas,9003.783783783783
casa en  bahia vizcaino 527 mw moderna oeste ensenada baja california mexico,400000.0,340.0,5,4,31.8699861,-116.6480906,2025-09-27 23:03:14.104353,icasas,1176.4705882352941
casa en  castilla ampliacion chapultepec ensenada baja california mexico,2742362.0,386.0,3,3,31.8655586,-116.6369205,2025-09-27 23:03:14.104353,icasas,7104.5647668393785
casa en  calle ariel ensenada baja california mexico,586000.0,128.0,3,1,31.9067445,-116.5811971,2025-09-27 23:03:14.104353,icasas,4578.125
casa en  agaves 126 las fincas ensenada baja california mexico,840000.0,270.0,3,2,31.8854559,-116.6175936,2025-09-27 23:03:14.104353,icasas,3111.1111111111113
casa en  paseo de las flores 381 valle dorado ensenada baja california mexico,850000.0,500.0,6,5,31.8413868,-116.5991358,2025-09-27 23:03:14.104353,icasas,1700.0
casa en  avenida del fresno fraccionamiento los encinos ensenada baja california mexico,490000.0,,4,3,31.9110802,-116.5989334,2025-09-27 23:03:14.104353,icasas,
casa en  avenida 18 de marzo 1751 hidalgo 22880 ensenada b.c. mexico,850000.0,640.0,3,2,31.8571727,-116.5909496,2025-09-27 23:03:14.104353,icasas,1328.125
casa en  fraccionamiento del sol ensenada baja california mexico,800000.0,132.0,3,2,31.9055374,-116.5853139,2025-09-27 23:03:14.104353,icasas,6060.606060606061
casa en  villa residencial del prado ii rancho verde baja california mexico,780920.0,100.0,3,1,31.9169285,-116.5887434,2025-09-27 23:03:14.104353,icasas,7809.2
casa en  c. homero 619 villa residencial del rey ii ensenada baja california mexico,550000.0,100.0,2,1,31.7888417,-116.5637449,2025-09-27 23:03:14.104353,icasas,5500.0
casa en  bucaneros 36 playa ensenada ensenada baja california mexico,750000.0,260.0,3,2,31.8519324,-116.6129795,2025-09-27 23:03:14.104353,icasas,2884.6153846153848
casa en  ensenada 814 ulbrich 22830 ensenada b.c. mexico,680000.0,240.0,4,2,31.8684268,-116.6068126,2025-09-27 23:03:14.104353,icasas,2833.3333333333335
casa en  valle dorado ensenada,572500.0,190.0,4,3,31.8326993,-116.5931854,2025-09-27 23:03:14.104353,icasas,3013.157894736842
casa en  moderna ensenada,720000.0,250.0,4,2,31.8692979,-116.6505807,2025-09-27 23:03:14.104353,icasas,2880.0
casa en  hidalgo ensenada,850000.0,640.0,5,3,31.8576593,-116.586633,2025-09-27 23:03:14.104353,icasas,1328.125
casa en  mision de san diego 126511 san borja residencial aeropuerto 22785 ensenada b.c. mexico,1360000.0,113.0,3,2,31.7851848,-116.5890129,2025-09-27 23:03:14.104353,icasas,12035.398230088496
casa en  avenida paseo del prado ensenada baja california mexico,920000.0,90.0,3,1,31.9078471,-116.5935406,2025-09-27 23:03:14.104353,icasas,10222.222222222223
casa en  paseo del prado villa residencial del prado i ensenada baja california mexico,660000.0,89.0,2,1,31.9057011,-116.5930004,2025-09-27 23:03:14.104353,icasas,7415.730337078651
casa en  calle andromeda ensenada baja california mexico,585000.0,150.0,3,2,31.9071026,-116.5819282,2025-09-27 23:03:14.104353,icasas,3900.0
casa en  c. homero 617 villa residencial del rey ii 22785 ensenada b.c. mexico,510000.0,105.0,3,1,31.7887409,-116.5637851,2025-09-27 23:03:14.104353,icasas,4857.142857142857
casa en  p.o de las cumbres 511 villa bonita 22852 ensenada b.c. mexico,1029000.0,180.0,4,3,31.8464315,-116.5691991,2025-09-27 23:03:14.104353,icasas,5716.666666666667
casa en  loma dorada ensenada baja california mexico,989000.0,300.0,4,3,31.8242256,-116.6018998,2025-09-27 23:03:14.104353,icasas,3296.6666666666665
casa en  circuito de los encinos fraccionamiento los encinos 22819 ensenada baja california mexico,677360.0,80.0,2,1,31.9097948,-116.600801,2025-09-27 23:03:14.104353,icasas,8467.0
casa en  avenida 18 de marzo 1751 hidalgo ensenada baja california mexico,850000.0,640.0,5,3,31.8571727,-116.5909496,2025-09-27 23:03:14.104353,icasas,1328.125
casa en  villa residencial del prado ii rancho verde baja california mexico,650000.0,99.0,2,1,31.9169285,-116.5887434,2025-09-27 23:03:14.104353,icasas,6565.656565656565
casa en  calle ignacio lopez rayon villa residencial del prado ii rancho verde baja california mexico,710600.0,95.0,2,1,31.9162384,-116.5883257,2025-09-27 23:03:14.104353,icasas,7480.0
casa en  c. ignacio lopez rayon 8303 29 villa residencial del prado ii rancho verde baja california mexico,690000.0,85.0,1,1,31.9158663,-116.5887916,2025-09-27 23:03:14.104353,icasas,8117.64705882353
casa en  calle bahia vizcaino 139 vista hermosa ensenada baja california 22896 mex,423667.0,,3,2,31.81480686,-116.59424052,2025-09-27 23:03:14.104353,icasas,
casa en  avenida 18 de marzo 1751 hidalgo 22880 ensenada baja california mexico,780000.0,490.0,4,4,31.8571727,-116.5909496,2025-09-27 23:03:14.104353,icasas,1591.8367346938776
casa en  valle dorado ensenada,3943637.0,250.0,4,2,31.831797,-116.592935,2025-09-27 23:03:14.104353,icasas,15774.548
casa en  ed ruiz cortinez ensenada,706000.0,50.0,2,1,31.807823,-116.597702,2025-09-27 23:03:14.104353,icasas,14120.0
casa en  calle constituyentes de 1917 213 piedras negras ensenada baja california mexico,756480.0,138.0,3,2,31.8770171,-116.6012853,2025-09-27 23:03:14.104353,icasas,5481.739130434783
casa en  calle constituyentes de 1917 213 piedras negras ensenada baja california mexico,805000.0,122.0,3,1,31.8770171,-116.6012853,2025-09-27 23:03:14.104353,icasas,6598.360655737705
casa en  p.o de los sauces 406 loma dorada 22897 ensenada b.c. mexico,1200000.0,420.0,3,3,31.8252771,-116.6036868,2025-09-27 23:03:14.104353,icasas,2857.1428571428573
casa en  calle girasol 968 ensenada baja california mexico,537040.0,59.0,2,1,31.9045876,-116.5904165,2025-09-27 23:03:14.104353,icasas,9102.372881355932
casa en  las fincas ensenada baja california mexico,840000.0,130.0,3,2,31.8854614,-116.6173789,2025-09-27 23:03:14.104353,icasas,6461.538461538462
casa en  calle constituyentes de 1917 piedras negras ensenada baja california mexico,767000.0,200.0,3,2,31.8782168,-116.6013236,2025-09-27 23:03:14.104353,icasas,3835.0
casa en  ensenada 814 ulbrich 22830 ensenada baja california mexico,830000.0,204.0,4,2,31.8684268,-116.6068126,2025-09-27 23:03:14.104353,icasas,4068.627450980392
casa en  nogal villa residencial del prado i ensenada baja california mexico,556000.0,110.0,3,2,31.9056079,-116.5918295,2025-09-27 23:03:14.104353,icasas,5054.545454545455
casa en  albatros 159 mar de ensenada ensenada baja california mexico,630000.0,,3,2,31.9027249,-116.5704463,2025-09-27 23:03:14.104353,icasas,
casa en  lago chaira 499 valle dorado 22890 ensenada b.c. mexico,2780000.0,394.0,5,4,31.8302668,-116.5930241,2025-09-27 23:03:14.104353,icasas,7055.837563451777
casa en  vista hermosa ensenada baja california mexico,670357.0,80.0,3,2,31.8157237,-116.5912113,2025-09-27 23:03:14.104353,icasas,8379.4625
casa en  calle constituyentes de 1917 piedras negras ensenada baja california mexico,953840.0,140.0,2,1,31.8782276,-116.6012387,2025-09-27 23:03:14.104353,icasas,6813.142857142857
casa en  prol. av. ruiz 240 fraccionamiento los encinos 22819 ensenada b.c. mexico,633000.0,150.0,3,2,31.9104806,-116.6006067,2025-09-27 23:03:14.104353,icasas,4220.0
casa en  moderna ensenada,506102.0,125.0,3,1,31.9076146,-116.5814371,2025-09-27 23:03:14.104353,icasas,4048.816
casa en  c. hierro 275 vista hermosa 22896 ensenada b.c. mexico,726000.0,110.0,2,1,31.8159835,-116.5892831,2025-09-27 23:03:14.104353,icasas,6600.0
casa en  la joyita ensenada,969100.0,88.0,2,1,31.8882139,-116.6241164,2025-09-27 23:03:14.104353,icasas,11012.5
casa en  valle dorado ensenada,5840940.0,490.0,6,3,31.83016,-116.5928563,2025-09-27 23:03:14.104353,icasas,11920.285714285714
casa en  jojoba 728 fraccionamiento los encinos ensenada baja california mexico,549000.0,60.0,2,1,31.9061142,-116.6019774,2025-09-27 23:03:14.104353,icasas,9150.0
casa en  calle homero 619 villa residencial del rey ii ensenada baja california mexico,550000.0,100.0,2,1,31.7888417,-116.5637449,2025-09-27 23:03:14.104353,icasas,5500.0
casa en  villas del sol ensenada b.c. mexico,526000.0,185.0,3,1,31.9055374,-116.5853139,2025-09-27 23:03:14.104353,icasas,2843.2432432432433
casa en  nolina fraccionamiento los encinos ensenada baja california mexico,411000.0,185.0,2,1,31.9064158,-116.6004167,2025-09-27 23:03:14.104353,icasas,2221.6216216216217
casa en  p.0 de la playa 406 loma dorada ensenada b.c. mexico,1000000.0,266.0,4,2,31.8252208,-116.6037015,2025-09-27 23:03:14.104353,icasas,3759.3984962406016
casa en  lomas de ensenada lomas de la presa ensenada baja california mexico,480000.0,80.0,2,1,31.900672,-116.5707514,2025-09-27 23:03:14.104353,icasas,6000.0
casa en  valle dorado ensenada,989000.0,,6,3,31.8252771,-116.6036868,2025-09-27 23:03:14.104353,icasas,
casa en  bugambilias 229 lomas y jardines de valle verde ensenada baja california mexico,950000.0,90.0,3,1,31.8837951,-116.6005489,2025-09-27 23:03:14.104353,icasas,10555.555555555555
casa en  lago de tequesquitengo 512 valle dorado ensenada baja california mexico,1149647.0,285.0,5,3,31.8326993,-116.5931854,2025-09-27 23:03:14.104353,icasas,4033.8491228070175
casa en  lomas de santa rosalia lomas de la presa ensenada baja california mexico,480000.0,46.0,2,1,31.9002188,-116.5687351,2025-09-27 23:03:14.104353,icasas,10434.782608695652
casa en  valle dorado ensenada,989000.0,,4,3,31.8247899,-116.60341,2025-09-27 23:03:14.104353,icasas,
casa en  bucaneros 36 playa ensenada 22880 ensenada b.c. mexico,920000.0,357.0,4,3,31.8519324,-116.6129795,2025-09-27 23:03:14.104353,icasas,2577.03081232493
casa en  valle de calafia valle de chapultepec 22785 ensenada b.c. mexico,456425.0,55.0,2,1,31.7860295,-116.5688393,2025-09-27 23:03:14.104353,icasas,8298.636363636364
casa en  av. jaime nuno hidalgo ensenada baja california mexico,816000.0,380.0,3,2,31.8553039,-116.5844063,2025-09-27 23:03:14.104353,icasas,2147.3684210526317
casa en  calle ariel 372 ensenada baja california mexico,750200.0,45.0,2,1,31.9064049,-116.5812204,2025-09-27 23:03:14.104353,icasas,16671.11111111111
casa en  paseo de los sauces loma dorada ensenada baja california mexico,890000.0,480.0,5,3,31.8247899,-116.60341,2025-09-27 23:03:14.104353,icasas,1854.1666666666667
casa en  jojoba fraccionamiento los encinos 22819 ensenada b.c. mexico,650000.0,55.0,2,1,31.9061042,-116.6022198,2025-09-27 23:03:14.104353,icasas,11818.181818181818
casa en  corona 247 villa residencial del real iv ensenada baja california mexico,600000.0,126.0,2,1,31.7729312,-116.5758893,2025-09-27 23:03:14.104353,icasas,4761.9047619047615
casa en  adolfo ruiz cortines ensenada baja california mexico,937000.0,130.0,4,1,31.8102728,-116.594897,2025-09-27 23:03:14.104353,icasas,7207.692307692308
casa en  bahia vizcaino 527 miguel aleman 22860 ensenada b.c. mexico,1100000.0,520.0,4,2,31.8730161,-116.63958,2025-09-27 23:03:14.104353,icasas,2115.3846153846152
casa en  ensenada 814 ulbrich ensenada baja california mexico,830000.0,204.0,4,2,31.8684268,-116.6068126,2025-09-27 23:03:14.104353,icasas,4068.627450980392
casa en  p.o de las cumbres 511 villa bonita 22852 ensenada b.c. mexico,1029000.0,300.0,3,2,31.8464315,-116.5691991,2025-09-27 23:03:14.104353,icasas,3430.0
casa en  paseo de los sauces 406 loma dorada ensenada baja california mexico,1009000.0,,4,3,31.8252771,-116.6036868,2025-09-27 23:03:14.104353,icasas,
casa en  fraccionamiento del sol ensenada baja california mexico,660000.0,120.0,2,1,31.8850996,-116.648334,2025-09-27 23:03:14.104353,icasas,5500.0
casa en  calle andromeda 22813 ensenada baja california mexico,845840.0,75.0,2,1,31.9071026,-116.5819282,2025-09-27 23:03:14.104353,icasas,11277.866666666667
casa en  moderna ensenada,526000.0,115.0,3,2,31.9089321,-116.5814171,2025-09-27 23:03:14.104353,icasas,4573.913043478261
casa en  avenida abelardo l. rodriguez 412 costa azul ensenada baja california mexico,400000.0,280.0,4,3,31.8494683,-116.603452,2025-09-27 23:03:14.104353,icasas,1428.5714285714287
casa en  priv. san miguel san borja residencial aeropuerto ensenada baja california mexico,1500000.0,177.0,3,2,31.7870719,-116.5891135,2025-09-27 23:03:14.104353,icasas,8474.57627118644
casa en  castilla 151 ampliacion chapultepec ensenada baja california mexico,3294000.0,280.0,4,3,31.8662019,-116.6373681,2025-09-27 23:03:14.104353,icasas,11764.285714285714
casa en  lago chaira valle dorado ensenada baja california mexico,3800000.0,350.0,4,3,31.8298007,-116.5949506,2025-09-27 23:03:14.104353,icasas,10857.142857142857
casa en  villas del sol ensenada baja california mexico,526000.0,100.0,3,1,31.9055374,-116.5853139,2025-09-27 23:03:14.104353,icasas,5260.0
casa en  paseo de las cumbres 511 villa bonita ensenada baja california mexico,1029000.0,130.0,4,3,31.8464315,-116.5691991,2025-09-27 23:03:14.104353,icasas,7915.384615384615
casa en  c. huerta vista hermosa 22896 ensenada b.c. mexico,910000.0,150.0,3,1,31.8153085,-116.5919173,2025-09-27 23:03:14.104353,icasas,6066.666666666667
casa en  tucanes carlos salinas de gortari ensenada baja california mexico,1303000.0,160.0,2,1,31.8878566,-116.6265478,2025-09-27 23:03:14.104353,icasas,8143.75
casa en  bahia vizcaino 527 mw moderna oeste ensenada baja california mexico,1100000.0,475.0,5,5,31.8699665,-116.6480725,2025-09-27 23:03:14.104353,icasas,2315.7894736842104
casa en  villa residencial del rey ensenada baja california mexico,1425000.0,78.0,3,2,31.783017,-116.5720443,2025-09-27 23:03:14.104353,icasas,18269.23076923077
casa en  bahia magdalena 615 mw moderna oeste ensenada baja california mexico,650000.0,180.0,4,2,31.8691993,-116.6494766,2025-09-27 23:03:14.104353,icasas,3611.1111111111113
casa en  nereida ensenada baja california mexico,1134640.0,150.0,3,1,31.9063829,-116.5820422,2025-09-27 23:03:14.104353,icasas,7564.266666666666
casa en  c. ariel ensenada baja california mexico,750200.0,90.0,2,1,31.9067445,-116.5811971,2025-09-27 23:03:14.104353,icasas,8335.555555555555
casa en  calle constituyentes de 1917 piedras negras 22830 ensenada baja california mexico,953840.0,140.0,2,1,31.8782276,-116.6012387,2025-09-27 23:03:14.104353,icasas,6813.142857142857
casa en  p.o de las cumbres 511 villa bonita 22852 ensenada b.c. mexico,1029000.0,190.0,3,1,31.8464315,-116.5691991,2025-09-27 23:03:14.104353,icasas,5415.789473684211
