oferta,precio,mts,recamaras,bathrooms,lat,lon,fecha_consulta,fuente,precio_m2
casa en  murgia ensenada,6794606.0,279.0,5,4,31.708568,-116.569367,2025-09-27 23:03:14.104353,icasas,24353.42652329749
casa en  valle dorado ensenada,8499000.0,371.0,5,4,31.830045,-116.592557,2025-09-27 23:03:14.104353,icasas,22908.355795148247
casa en  moderna ensenada,6450000.0,312.0,5,3,31.870732706067,-116.643023627619,2025-09-27 23:03:14.104353,icasas,20673.076923076922
departamento en  lomas del sauzal ensenada,3750000.0,73.0,2,2,31.8939,-116.694,2025-09-27 23:03:14.104353,icasas,51369.86301369863
casa en  costa bella ensenada,8998262.0,,4,3,31.81760675,-116.59376335,2025-09-27 23:03:14.104353,icasas,
casa en  ensenada centro ensenada,7000000.0,375.0,9,4,31.873473056721,-116.618488994243,2025-09-27 23:03:14.104353,icasas,18666.666666666668
casa en  murgia ensenada,5509140.0,136.0,3,3,31.708568,-116.569367,2025-09-27 23:03:14.104353,icasas,40508.382352941175
casa en  nueva ensenada ensenada,3500000.0,230.0,2,3,31.8522073,-116.60749299,2025-09-27 23:03:14.104353,icasas,15217.391304347826
casa en  costa bella ensenada,4223674.0,197.0,3,2,31.817961034562,-116.591927089349,2025-09-27 23:03:14.104353,icasas,21439.969543147206
casa en  playas de chapultepec ensenada,3305484.0,160.0,3,3,31.7859,-116.609,2025-09-27 23:03:14.104353,icasas,20659.275
casa en  hidalgo ensenada,5700000.0,190.0,3,2,31.85844066,-116.58652533,2025-09-27 23:03:14.104353,icasas,30000.0
departamento en  chapultepec ensenada,2300000.0,144.0,2,2,31.8781353,-116.61256142,2025-09-27 23:03:14.104353,icasas,15972.222222222223
departamento en  lomas del sauzal ensenada,4200000.0,94.0,2,2,31.8939,-116.694,2025-09-27 23:03:14.104353,icasas,44680.85106382979
casa en  chapultepec ensenada,1049000.0,45.0,2,1,31.7828,-116.582,2025-09-27 23:03:14.104353,icasas,23311.11111111111
casa en  playas de chapultepec ensenada,2570932.0,105.0,2,2,31.7858,-116.609,2025-09-27 23:03:14.104353,icasas,24485.066666666666
casa en  popular 89 ensenada,1380000.0,115.0,2,1,31.8966824,-116.5485993,2025-09-27 23:03:14.104353,icasas,12000.0
casa en  murgia ensenada,1836380.0,165.0,4,1,31.708568,-116.569367,2025-09-27 23:03:14.104353,icasas,11129.575757575758
casa en  valle de san quintin ensenada,1267102.2,113.0,1,1,30.57228,-115.94607,2025-09-27 23:03:14.104353,icasas,11213.293805309733
casa en  boulevard zertuche ensenada baja california 22896 mex,5200000.0,178.0,3,2,31.818746,-116.595576,2025-09-27 23:03:14.104353,icasas,29213.483146067414
casa en  valle dorado ensenada,3671841.81,242.0,3,2,31.844198113509,-116.600177328821,2025-09-27 23:03:14.104353,icasas,15172.900041322315
casa en  moderna ensenada,1375000.0,68.0,2,1,31.90170158,-116.58448689,2025-09-27 23:03:14.104353,icasas,20220.58823529412
casa en  chapultepec ensenada,4999999.0,268.0,3,2,31.79267033,-116.59012671,2025-09-27 23:03:14.104353,icasas,18656.712686567163
casa en  murgia ensenada,1744561.0,,2,1,31.708568,-116.569367,2025-09-27 23:03:14.104353,icasas,
casa en  lomas del sauzal ensenada,5900000.0,390.0,3,3,31.902039774682,-116.695776451803,2025-09-27 23:03:14.104353,icasas,15128.205128205129
casa en  la mision ensenada,3489122.0,170.0,1,1,32.0830197,-116.5718465,2025-09-27 23:03:14.104353,icasas,20524.24705882353
casa en  la mision ensenada,1652742.0,86.0,1,1,32.0996444,-116.5596254,2025-09-27 23:03:14.104353,icasas,19217.93023255814
casa en  murgia ensenada,3213665.0,,1,1,31.708568,-116.569367,2025-09-27 23:03:14.104353,icasas,
casa en  maneadero ensenada,1900000.0,122.0,2,2,31.73706676,-116.5694807,2025-09-27 23:03:14.104353,icasas,15573.77049180328
casa en  carretera ensenadatijuana 4769 villa cortez ensenada baja california 22870 mex,7370182.58,172.0,2,2,31.865716,-116.662183,2025-09-27 23:03:14.104353,icasas,42849.898720930236
casa en  calle principal francisco zarco ensenada baja california 22750 mex,2662751.0,,2,2,32.095628,-116.572572,2025-09-27 23:03:14.104353,icasas,
casa en  estado de mexico ensenada,2500000.0,,1,1,31.883280030096,-116.63051795165,2025-09-27 23:03:14.104353,icasas,
casa en  ensenada centro ensenada,1700000.0,60.0,2,1,31.86899315,-116.63016635,2025-09-27 23:03:14.104353,icasas,28333.333333333332
casa en  murgia ensenada,2980000.0,203.0,5,2,31.782094083231,-116.612330424751,2025-09-27 23:03:14.104353,icasas,14679.802955665025
casa en  el alamo ensenada,826371.0,,3,1,31.6137235,-115.8916247,2025-09-27 23:03:14.104353,icasas,
casa en  calle sonora la mision localidad ensenada baja california 22765 mex,3195301.2,185.0,2,2,32.092441,-116.849655,2025-09-27 23:03:14.104353,icasas,17271.89837837838
casa en  autopista tijuanaensenada uabc ensenada baja california 22860 mex,8539167.0,232.0,3,2,31.86704,-116.665549,2025-09-27 23:03:14.104353,icasas,36806.754310344826
casa en  carretera tijuanaensenada la mision localidad ensenada baja california 22765 mex,9290044.42,213.0,3,3,32.093528,-116.854667,2025-09-27 23:03:14.104353,icasas,43615.232018779345
casa en  adolfo ruiz cortines ensenada,1650000.0,42.0,1,1,31.7752,-116.571,2025-09-27 23:03:14.104353,icasas,39285.71428571428
casa en  calle 16 de septiembre la mision localidad ensenada baja california 22765 mex,7494358.6,172.0,2,2,32.092404,-116.844846,2025-09-27 23:03:14.104353,icasas,43571.85232558139
casa en  avenida 18 de marzo 1751 hidalgo 22880 ensenada b.c. mexico,850000.0,640.0,5,3,31.8571727,-116.5909496,2025-09-27 23:03:14.104353,icasas,1328.125
casa en  chapultepec ensenada,4500000.0,175.0,3,2,31.72185786,-116.69469413,2025-09-27 23:03:14.104353,icasas,25714.285714285714
departamento en  chapultepec ensenada,2500000.0,110.0,3,2,31.815329,-116.5883546,2025-09-27 23:03:14.104353,icasas,22727.272727272728
casa en  valle de san quintin ensenada,3250000.0,495.0,3,2,30.56317963,-115.93941562,2025-09-27 23:03:14.104353,icasas,6565.656565656565
departamento en  avenida diamante nueva ensenada ensenada baja california 22880 mex,4315493.0,89.0,1,1,31.855702,-116.605739,2025-09-27 23:03:14.104353,icasas,48488.68539325843
casa en  privada del mar la salina ensenada baja california 22765 mex,13313755.0,472.0,3,3,32.056958,-116.881046,2025-09-27 23:03:14.104353,icasas,28207.10805084746
casa en  gomez morin ensenada,950000.0,54.0,1,1,31.860561208735,-116.54704266067,2025-09-27 23:03:14.104353,icasas,17592.59259259259
casa en  camino a santa rosalia ensenada baja california 22765 mex,9090081.0,249.0,3,2,32.086056,-116.881372,2025-09-27 23:03:14.104353,icasas,36506.34939759036
casa en  autopista tijuanaensenada uabc ensenada baja california 22860 mex,8098435.8,213.0,3,2,31.86704,-116.665549,2025-09-27 23:03:14.104353,icasas,38020.825352112675
casa en  lago texcoco 443 fraccionamiento valle dorado ensenada baja california 22890 mex,3080000.0,108.0,3,2,31.834053,-116.594897,2025-09-27 23:03:14.104353,icasas,28518.51851851852
casa en  carretera ensenadalazaro cardenas alfredo v bonfil ensenada baja california 22905 mex,8777896.4,223.0,3,2,31.133578,-116.125564,2025-09-27 23:03:14.104353,icasas,39362.76412556054
departamento en  murgia ensenada,850000.0,64.0,2,1,31.5442,-116.394,2025-09-27 23:03:14.104353,icasas,13281.25
departamento en  carretera ensenadatijuana el sauzal el sauzal de rodriguez ensenada baja california 22760 mex,9565703.42,84.0,2,2,31.887424,-116.689095,2025-09-27 23:03:14.104353,icasas,113877.42166666666
casa en  calle esteban cantu 38966 ignacio allende ensenada baja california 22820 mex,7712796.0,356.0,4,3,31.883549,-116.624584,2025-09-27 23:03:14.104353,icasas,21665.157303370786
casa en  avenida san francisco mision ensenada baja california 22830 mex,4407312.0,228.0,3,5,31.871817,-116.610124,2025-09-27 23:03:14.104353,icasas,19330.315789473683
casa en  calle del monte lomas del campanario el campanario ensenada baja california 22842 mex,1355000.0,68.0,2,1,31.864307,-116.54915,2025-09-27 23:03:14.104353,icasas,19926.470588235294
casa en  playa de ensenada ensenada,4852450.0,133.0,3,2,31.849536,-116.610533,2025-09-27 23:03:14.104353,icasas,36484.58646616541
casa en  calle puerta del mar puerta del mar ensenada baja california 22896 mex,6950000.0,246.0,4,3,31.812862,-116.590307,2025-09-27 23:03:14.104353,icasas,28252.032520325203
casa en  albatros 159 mar de ensenada ensenada baja california mexico,550000.0,200.0,3,1,31.9027249,-116.5704463,2025-09-27 23:03:14.104353,icasas,2750.0
casa en  ensenada baja california mexico,1425000.0,78.0,3,2,31.8557021,-116.6057392,2025-09-27 23:03:14.104353,icasas,18269.23076923077
departamento en  carretera ensenadatijuana el sauzal el sauzal de rodriguez ensenada baja california 22760 mex,3450000.0,73.0,2,2,31.889511,-116.691412,2025-09-27 23:03:14.104353,icasas,47260.27397260274
casa en  calle del lirio 2815 marquez de leon ensenada baja california 22850 mex,2200000.0,146.0,,,31.867995,-116.577875,2025-09-27 23:03:14.104353,icasas,15068.493150684932
departamento en  calle sauzal 2352471 nueva ensenada ensenada baja california 22880 mex,7727193.22,,,,31.852536,-116.607533,2025-09-27 23:03:14.104353,icasas,
departamento en  playa hermosa ensenada,6243692.0,79.0,1,1,31.825232,-116.607483,2025-09-27 23:03:14.104353,icasas,79034.07594936709
casa en  murgia ensenada,146910400.0,,,,31.866743,-116.596371,2025-09-27 23:03:14.104353,icasas,
casa en  agaves 126 las fincas ensenada baja california mexico,840000.0,200.0,4,2,31.8854559,-116.6175936,2025-09-27 23:03:14.104353,icasas,4200.0
casa en  maneadero ensenada,9181900.0,150.0,3,2,31.715481,-116.570038,2025-09-27 23:03:14.104353,icasas,61212.666666666664
casa en  melecio 1161 fracc villa residencial del rey ii ensenada baja california 22785 mex,2650000.0,110.0,3,2,31.7893,-116.561518,2025-09-27 23:03:14.104353,icasas,24090.909090909092
casa en  avenida colinas del golfo colinas del sauzal el sauzal de rodriguez ensenada baja california 22760 mex,3250000.0,110.0,2,2,31.888524,-116.679925,2025-09-27 23:03:14.104353,icasas,29545.454545454544
casa en  adolfo ruiz cortines ensenada,936553.8,,,,32.01972,-116.765442,2025-09-27 23:03:14.104353,icasas,
casa en  la mision ensenada,2203656.0,,,,32.095628,-116.572572,2025-09-27 23:03:14.104353,icasas,
casa en  avenida primer ayuntamiento no 2268 hidalgo ensenada baja california mexico,661096.8,173.0,2,1,31.8623723,-116.5821815,2025-09-27 23:03:14.104353,icasas,3821.368786127168
casa en  francisco montes de oca no 180 cuauhtemoc ensenada baja california mexico,1322193.6,150.0,3,1,31.8484161,-116.5950998,2025-09-27 23:03:14.104353,icasas,8814.624
casa en  agaves las fincas ensenada baja california mexico,840000.0,131.0,2,1,31.8859359,-116.616964,2025-09-27 23:03:14.104353,icasas,6412.213740458015
departamento en  callejon san marcos 469 lomas del sauzal el sauzal de rodriguez ensenada baja california 22760 mex,2500000.0,81.0,2,1,31.898899,-116.690637,2025-09-27 23:03:14.104353,icasas,30864.197530864196
casa en  pettite shoes monos y accesorios valle dorado valle dorado seccion rios ensenada baja california 22890 mex,8900000.0,371.0,5,3,31.834053,-116.594897,2025-09-27 23:03:14.104353,icasas,23989.21832884097
casa en  calle huerta 277307 vista hermosa ensenada baja california 22896 mex,3000000.0,105.0,3,1,31.815724,-116.591211,2025-09-27 23:03:14.104353,icasas,28571.428571428572
casa en  paseo de las flores 381 valle dorado ensenada baja california mexico,1000000.0,,6,4,31.8413868,-116.5991358,2025-09-27 23:03:14.104353,icasas,
casa en  bahia magdalena 162 moderna ensenada baja california mexico,500000.0,,3,3,31.8714759,-116.6410823,2025-09-27 23:03:14.104353,icasas,
casa en  albatros 159 mar de ensenada ensenada baja california mexico,600000.0,180.0,3,2,31.9027249,-116.5704463,2025-09-27 23:03:14.104353,icasas,3333.3333333333335
casa en  avenida 18 de marzo hidalgo ensenada baja california mexico,850000.0,640.0,5,3,31.8576593,-116.586633,2025-09-27 23:03:14.104353,icasas,1328.125
casa en  calle hierro vista hermosa ensenada baja california mexico,660000.0,160.0,2,2,31.8164316,-116.5899703,2025-09-27 23:03:14.104353,icasas,4125.0
casa en  calle nogal 1127 ensenada baja california 22819 mex,988900.0,89.0,3,2,31.905074,-116.593411,2025-09-27 23:03:14.104353,icasas,11111.23595505618
casa en  ulbrich ensenada baja california mexico,830000.0,220.0,4,2,31.8681398,-116.6063225,2025-09-27 23:03:14.104353,icasas,3772.7272727272725
casa en  bucaneros playa ensenada ensenada baja california mexico,920000.0,217.0,4,3,31.8544067,-116.6141518,2025-09-27 23:03:14.104353,icasas,4239.6313364055295
casa en  alicante exejido chapultepec ensenada baja california mexico,490000.0,90.0,2,1,31.7695679,-116.5679361,2025-09-27 23:03:14.104353,icasas,5444.444444444444
casa en  calle valdepena ampliacion chapultepec ensenada baja california 22870 mex,2740450.0,220.0,4,3,31.865559,-116.636921,2025-09-27 23:03:14.104353,icasas,12456.59090909091
casa en  calle andromeda 181 ensenada baja california 22813 mex,887700.0,80.0,3,1,31.906261,-116.581593,2025-09-27 23:03:14.104353,icasas,11096.25
casa en  calle loreto villas de san miguel ensenada baja california 22760 mex,11752832.0,215.0,2,1,31.9079983,-116.73628141,2025-09-27 23:03:14.104353,icasas,54664.33488372093
casa en  popular todos santos ensenada baja california mexico,2250000.0,200.0,3,2,31.773101,-116.5631975,2025-09-27 23:03:14.104353,icasas,11250.0
casa en  fracc villa residencial del rey ii ensenada baja california 22785 mex,2995000.0,104.0,3,2,31.787661,-116.564845,2025-09-27 23:03:14.104353,icasas,28798.076923076922
casa en  avenida agustin melgar 160 buenaventura ensenada baja california 22888 mex,4200000.0,142.0,3,2,31.855718,-116.593828,2025-09-27 23:03:14.104353,icasas,29577.464788732395
casa en  punta colonet ensenada,6225328.2,,2,2,31.32786556,-116.25101131,2025-09-27 23:03:14.104353,icasas,
departamento en  gomez morin ensenada,790000.0,90.0,2,1,31.8639,-116.549,2025-09-27 23:03:14.104353,icasas,8777.777777777777
casa en  calle bahia el rosario 170206 popular 1989 ensenada baja california 22812 mex,1386000.0,140.0,2,2,31.89262,-116.566108,2025-09-27 23:03:14.104353,icasas,9900.0
casa en  calle b 200n vicente guerrero ensenada baja california 22920 mex,3300000.0,285.0,4,3,30.732453,-115.988417,2025-09-27 23:03:14.104353,icasas,11578.947368421053
casa en  villas del rey ensenada,1800000.0,,2,1,31.783,-116.574,2025-09-27 23:03:14.104353,icasas,
departamento en  la mision ensenada,6408966.2,108.0,3,2,32.09847581,-116.86280595,2025-09-27 23:03:14.104353,icasas,59342.27962962963
departamento en  la mision ensenada,5307138.2,88.0,2,2,32.09847581,-116.86280595,2025-09-27 23:03:14.104353,icasas,60308.38863636364
departamento en  punta colonet ensenada,4939862.2,88.0,2,2,31.32786556,-116.25101131,2025-09-27 23:03:14.104353,icasas,56134.79772727273
departamento en  punta colonet ensenada,5307138.2,88.0,2,2,31.32786556,-116.25101131,2025-09-27 23:03:14.104353,icasas,60308.38863636364
departamento en  la mision ensenada,7070063.0,100.0,2,2,32.09847581,-116.86280595,2025-09-27 23:03:14.104353,icasas,70700.63
departamento en  la mision ensenada,9014789.42,200.0,2,2,32.07369645,-116.81501154,2025-09-27 23:03:14.104353,icasas,45073.9471
casa en  punta colonet ensenada,5307138.2,94.0,2,2,31.32786556,-116.25101131,2025-09-27 23:03:14.104353,icasas,56458.9170212766
casa en  calle vista al mar ensenada baja california 22760 mex,5296500.0,137.0,3,2,31.904169,-116.710537,2025-09-27 23:03:14.104353,icasas,38660.58394160584
casa en  privada del rey 620674 villa del real primera seccion ensenada baja california 22785 mex,2600000.0,145.0,3,2,31.796969,-116.586072,2025-09-27 23:03:14.104353,icasas,17931.03448275862
casa en  moderna ensenada,16490692.4,430.0,3,2,31.8684,-116.646,2025-09-27 23:03:14.104353,icasas,38350.447441860466
casa en  carretera el sauzalguadalupe villa juarez villa de juarez ensenada baja california 22766 mex,7345520.0,400.0,7,6,31.96779,-116.660263,2025-09-27 23:03:14.104353,icasas,18363.8
casa en  lomas del sauzal ensenada,3750000.0,122.0,3,2,31.892222,-116.677925,2025-09-27 23:03:14.104353,icasas,30737.70491803279
casa en  calle cochimi 212 colinas de la presa ii ensenada baja california 22813 mex,1600000.0,60.0,2,1,31.896538,-116.578319,2025-09-27 23:03:14.104353,icasas,26666.666666666668
departamento en  la torre zona centro ensenada baja california mex,5175000.0,112.0,2,2,31.877952,-116.623293,2025-09-27 23:03:14.104353,icasas,46205.357142857145
departamento en  la mision ensenada,4756224.2,81.0,2,2,32.09847581,-116.86280595,2025-09-27 23:03:14.104353,icasas,58718.81728395062
departamento en  cibolas del mar ensenada,6274070.32,,2,2,31.91164249,-116.73010004,2025-09-27 23:03:14.104353,icasas,
departamento en  avenida 10 zona centro ensenada baja california 22800 mex,5500000.0,170.0,3,2,31.874978,-116.629224,2025-09-27 23:03:14.104353,icasas,32352.941176470587
departamento en  lomas del sauzal ensenada,3900000.0,,2,2,31.89408479,-116.6941868,2025-09-27 23:03:14.104353,icasas,
departamento en  punta colonet ensenada,4664405.2,65.0,1,1,31.32786556,-116.25101131,2025-09-27 23:03:14.104353,icasas,71760.08
casa en  calle punta prieta 204362 popular 1989 ensenada baja california 22812 mex,7437339.0,213.0,3,3,31.895298,-116.559726,2025-09-27 23:03:14.104353,icasas,34917.08450704225
casa en  calle punta prieta 204362 popular 1989 ensenada baja california 22812 mex,8630986.0,249.0,3,3,31.895298,-116.559726,2025-09-27 23:03:14.104353,icasas,34662.59437751004
casa en  retorno santo tomas 183 san miguel ensenada baja california 22760 mex,30000000.0,900.0,6,11,31.907796,-116.722377,2025-09-27 23:03:14.104353,icasas,33333.333333333336
casa en  la mision ensenada,3400000.0,143.0,5,2,32.08192,-116.58828,2025-09-27 23:03:14.104353,icasas,23776.223776223775
casa en  lomas y jardines de valle verde ensenada,7896434.0,440.0,4,4,31.88097611,-116.59657395,2025-09-27 23:03:14.104353,icasas,17946.44090909091
casa en  calle san javier 107107 villas cibolas del mar san miguel ensenada baja california 22760 mex,15609230.0,448.0,5,5,31.905052,-116.72914,2025-09-27 23:03:14.104353,icasas,34842.03125
casa en  estado de mexico ensenada,3305484.0,,4,3,31.88228125,-116.62727588,2025-09-27 23:03:14.104353,icasas,
casa en  pedregal playitas ensenada,20200180.0,605.0,6,3,31.8655,-116.659,2025-09-27 23:03:14.104353,icasas,33388.72727272727
casa en  chapultepec ensenada,16343782.0,450.0,3,4,31.868934,-116.632737,2025-09-27 23:03:14.104353,icasas,36319.515555555554
casa en  chapultepec ensenada,5000000.0,145.0,3,2,31.7742613,-116.57739173,2025-09-27 23:03:14.104353,icasas,34482.75862068965
casa en  chapultepec ensenada,2900000.0,88.0,3,2,31.78470306,-116.59018252,2025-09-27 23:03:14.104353,icasas,32954.545454545456
casa en  moderna ensenada,3500000.0,179.0,4,2,31.8773475,-116.649087,2025-09-27 23:03:14.104353,icasas,19553.072625698325
casa en  cibolas del mar ensenada,18088343.0,400.0,6,6,31.907888,-116.723453,2025-09-27 23:03:14.104353,icasas,45220.8575
casa en  la mision ensenada,9292082.8,225.0,3,2,32.099993,-116.560609,2025-09-27 23:03:14.104353,icasas,41298.14577777778
casa en  calle rio blanco valle dorado seccion rios ensenada baja california 22890 mex,4280000.0,122.0,2,1,31.844887,-116.595242,2025-09-27 23:03:14.104353,icasas,35081.96721311475
casa en  lomas del sauzal ensenada,5296500.0,137.0,3,2,31.914553,-116.689677,2025-09-27 23:03:14.104353,icasas,38660.58394160584
departamento en  terrazas el gallo ensenada,1200000.0,73.0,2,1,31.8578042,-116.5632754,2025-09-27 23:03:14.104353,icasas,16438.35616438356
casa en  reforma ensenada,14507402.0,407.0,4,3,31.8346,-116.603,2025-09-27 23:03:14.104353,icasas,35644.722358722356
casa en  reforma ensenada,4130000.0,139.0,1,2,31.8348,-116.603,2025-09-27 23:03:14.104353,icasas,29712.230215827338
casa en  murgia ensenada,2100000.0,,3,2,31.91070116,-116.59882079,2025-09-27 23:03:14.104353,icasas,
casa en  granjas el gallo ensenada,3300000.0,125.0,3,1,31.8583,-116.574,2025-09-27 23:03:14.104353,icasas,26400.0
casa en  granjas el gallo ensenada,3350000.0,125.0,3,2,31.862321,-116.571064,2025-09-27 23:03:14.104353,icasas,26800.0
casa en  calle camarones playas de chapultepec ensenada baja california 22785 mex,4500000.0,159.0,3,2,31.789383,-116.613162,2025-09-27 23:03:14.104353,icasas,28301.88679245283
casa en  manuel marquez de leon ensenada,3500000.0,137.0,3,2,31.865058,-116.583922,2025-09-27 23:03:14.104353,icasas,25547.445255474453
casa en  calle quintana roo 187 playas de chapultepec ensenada baja california 22785 mex,2900000.0,118.0,3,2,31.786602,-116.609911,2025-09-27 23:03:14.104353,icasas,24576.271186440677
casa en  valle dorado ensenada,5250000.0,235.0,2,2,31.82929225,-116.59866567,2025-09-27 23:03:14.104353,icasas,22340.425531914894
casa en  playas de chapultepec ensenada,4000000.0,180.0,3,2,31.7859,-116.609,2025-09-27 23:03:14.104353,icasas,22222.222222222223
departamento en  calle sotavento zona playitas ensenada baja california 22870 mex,8998262.0,155.0,2,2,31.861421,-116.647647,2025-09-27 23:03:14.104353,icasas,58053.30322580645
casa en  lago chaira 499mz 97 valle dorado ensenada baja california mexico,2780000.0,394.0,5,4,31.8302668,-116.5930241,2025-09-27 23:03:14.104353,icasas,7055.837563451777
casa en  costa bella ensenada,826000.0,105.0,4,5,31.8164316,-116.5899703,2025-09-27 23:03:14.104353,icasas,7866.666666666667
casa en  av del fresno 144 fraccionamiento los encinos ensenada baja california mexico,590000.0,130.0,3,2,31.9092022,-116.5984271,2025-09-27 23:03:14.104353,icasas,4538.461538461538
casa en  adolfo ruiz cortines ensenada,661722.55,200.0,3,2,31.814807,-116.5942405,2025-09-27 23:03:14.104353,icasas,3308.6127500000002
casa en  lago chaira 499 valle dorado ensenada baja california mexico,2780000.0,254.0,3,2,31.8302668,-116.5930241,2025-09-27 23:03:14.104353,icasas,10944.88188976378
casa en  c. hierro vista hermosa 22896 ensenada b.c. mexico,826000.0,115.0,3,1,31.8164316,-116.5899703,2025-09-27 23:03:14.104353,icasas,7182.608695652174
casa en  chapultepec ensenada,806000.0,180.0,3,1,31.8158401,-116.589313,2025-09-27 23:03:14.104353,icasas,4477.777777777777
casa en  ampliacion chapultepec ensenada baja california mexico,2902079.79,449.0,3,2,31.8664392,-116.635749,2025-09-27 23:03:14.104353,icasas,6463.429376391982
casa en  albatros 159 mar de ensenada 22813 ensenada b.c. mexico,730000.0,,2,1,31.9027249,-116.5704463,2025-09-27 23:03:14.104353,icasas,
casa en  avenida jaime nuno hidalgo ensenada baja california mexico,816000.0,1.0,3,2,31.8553039,-116.5844063,2025-09-27 23:03:14.104353,icasas,816000.0
casa en  c. hierro vista hermosa ensenada baja california mexico,806000.0,180.0,3,2,31.8164316,-116.5899703,2025-09-27 23:03:14.104353,icasas,4477.777777777777
casa en  c. hierro vista hermosa ensenada b.c. mexico,806000.0,180.0,3,2,31.8164316,-116.5899703,2025-09-27 23:03:14.104353,icasas,4477.777777777777
casa en  juan rulfo 1265 aeropuerto ensenada baja california mexico,1050000.0,182.0,3,2,31.7844022,-116.5898291,2025-09-27 23:03:14.104353,icasas,5769.2307692307695
casa en  panama 492 las lomitas ensenada baja california mexico,2560000.0,310.0,3,2,31.8837188,-116.5805106,2025-09-27 23:03:14.104353,icasas,8258.064516129032
departamento en  cuarta 1523 obrera ensenada baja california mexico,1000000.0,90.0,3,1,31.8622723,-116.6137511,2025-09-27 23:03:14.104353,icasas,11111.111111111111
casa en  santa maria 35 nueva ensenada ensenada baja california mexico,615000.0,250.0,3,2,31.8551407,-116.6020083,2025-09-27 23:03:14.104353,icasas,2460.0
casa en  mar de ensenada ensenada baja california mexico,730000.0,200.0,2,1,31.9035655,-116.5705698,2025-09-27 23:03:14.104353,icasas,3650.0
casa en  paseo de los sauces 406 loma dorada ensenada baja california mexico,989000.0,520.0,4,3,31.8252771,-116.6036868,2025-09-27 23:03:14.104353,icasas,1901.923076923077
casa en  mision de san diego san borja residencial chapultepec ensenada baja california mexico,1050000.0,182.0,3,2,31.7851848,-116.5890129,2025-09-27 23:03:14.104353,icasas,5769.2307692307695
casa en  lago chaira 499 valle dorado ensenada baja california mexico,2830000.0,394.0,5,4,31.8302668,-116.5930241,2025-09-27 23:03:14.104353,icasas,7182.741116751269
casa en  c. hierro vista hermosa ensenada baja california mexico,816000.0,180.0,3,2,31.8164316,-116.5899703,2025-09-27 23:03:14.104353,icasas,4533.333333333333
casa en  chapultepec ensenada,1050000.0,182.0,3,2,31.7851611,-116.5901133,2025-09-27 23:03:14.104353,icasas,5769.2307692307695
casa en  costa bella ensenada,826000.0,180.0,3,2,31.8164316,-116.5899703,2025-09-27 23:03:14.104353,icasas,4588.888888888889
casa en  murgia ensenada,550000.0,200.0,3,2,32.0557002,-116.8794595,2025-09-27 23:03:14.104353,icasas,2750.0
casa en  chapultepec ensenada,796000.0,200.0,3,2,31.8161477,-116.589786,2025-09-27 23:03:14.104353,icasas,3980.0
casa en  bahia de la paz vista hermosa ensenada baja california mexico,1599000.0,122.0,3,1,31.8150866,-116.5892851,2025-09-27 23:03:14.104353,icasas,13106.557377049181
casa en  bahia magdalena moderna ensenada baja california mexico,700000.0,208.0,4,2,31.8706709,-116.6433069,2025-09-27 23:03:14.104353,icasas,3365.3846153846152
casa en  nereida ensenada baja california mexico,720000.0,190.0,3,1,31.9063829,-116.5820422,2025-09-27 23:03:14.104353,icasas,3789.4736842105262
casa en  bahia magdalena 275 moderna ensenada baja california mexico,480000.0,220.0,4,2,31.8706641,-116.6426305,2025-09-27 23:03:14.104353,icasas,2181.818181818182
casa en  canes ensenada baja california mexico,650000.0,143.0,3,1,31.9086983,-116.5820689,2025-09-27 23:03:14.104353,icasas,4545.454545454545
casa en  castilla ampliacion chapultepec ensenada baja california mexico,2902079.0,449.0,3,2,31.8655586,-116.6369205,2025-09-27 23:03:14.104353,icasas,6463.427616926503
casa en  juan diego residencial ensenada baja california mexico,840750.0,180.0,3,2,31.8172919,-116.5945285,2025-09-27 23:03:14.104353,icasas,4670.833333333333
casa en  moderna ensenada,679189.41,260.0,4,2,31.8692064,-116.6525876,2025-09-27 23:03:14.104353,icasas,2612.2669615384616
casa en  playa de ensenada ensenada,2739254.0,720.0,5,3,31.8512256,-116.6114815,2025-09-27 23:03:14.104353,icasas,3804.5194444444446
casa en  moderna ensenada,804250.0,100.0,2,1,31.9055374,-116.5853139,2025-09-27 23:03:14.104353,icasas,8042.5
casa en  ed ruiz cortinez ensenada,998600.0,75.0,2,1,31.8875435,-116.5919484,2025-09-27 23:03:14.104353,icasas,13314.666666666666
casa en  chapultepec ensenada,2742362.0,386.0,3,3,31.8655586,-116.6369205,2025-09-27 23:03:14.104353,icasas,7104.5647668393785
casa en  murgia ensenada,510000.0,115.0,3,1,31.900672,-116.5707514,2025-09-27 23:03:14.104353,icasas,4434.782608695652
casa en  c. ignacio lopez rayon 824848 villa residencial del prado ii 22819 rancho verde b.c. mexico,448690.0,90.0,2,1,31.9157646,-116.5890051,2025-09-27 23:03:14.104353,icasas,4985.444444444444
casa en  villas del rey ensenada,700000.0,78.0,3,2,31.787117,-116.567095,2025-09-27 23:03:14.104353,icasas,8974.358974358975
casa en  valle dorado ensenada,3447200.0,380.0,4,4,31.830267,-116.593024,2025-09-27 23:03:14.104353,icasas,9071.578947368422
casa en  villa dorada valle dorado 22890 ensenada b.c. mexico,870000.0,90.0,2,1,31.8433409,-116.5972526,2025-09-27 23:03:14.104353,icasas,9666.666666666666
casa en  las rosas ensenada,871638.0,311.0,4,3,31.883012,-116.580907,2025-09-27 23:03:14.104353,icasas,2802.6945337620577
